Date,Sub 1,Sub 2,Sub 3,Form,Searches,Form CVR,Imprs,IPS,Clicks,CPS,RPC,Clk Rev,Calls,Transfers,TR,Q Calls,QR,RPQC,RPT,Call QR,RPCall,Call Rev,Leads,RPL,Lead Rev,Revenue,RPS
2/1/16,HCMP-st-inner,,,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/1/16,HCMP-sx2QT9ppS_pcrid_93440046750_,UHO,HCMP-,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/1/16,HCMP-sx2QT9ppS_pcrid_93440046750_,UHO,HCMP-stateflag-la,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/1/16,HCMP-umHrVUfv_pcrid_10970689498_-HCMP-,UHO,frm-AL,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/1/16,HCMP-yaA1J4Nq_pcrid_10970689611_,UHO,HCMP-,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/1/16,HIC,UHO,btn-email-responder_HIC,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/1/16,HIC-email-responder,UHO,nNcR1Rfd_pcrid_organic-banner,0,2,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/1/16,HIC-sSnVna7gg_pcrid_85319669791_google_,OSC,nNcR1Rfd_pcrid_organic-banner,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/1/16,HIM-eb9lsxKQ_pcrid_organic,UHO,frm-PA,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/1/16,HIM-eb9lsxKQ_pcrid_organic,UHO,medicaid-frm,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/1/16,LCDC,OSC,BannerAd1-state-nj,0,3,,1,0.33,1,33.33%,$3.00,$3.00,0,0,,0,,,,,,$0.00,0,,$0.00,$3.00,$1.00
2/1/16,LCDC,OSC,BannerAd1-state-ny,0,3,,1,0.33,1,33.33%,$3.00,$3.00,0,0,,0,,,,,,$0.00,0,,$0.00,$3.00,$1.00
2/1/16,LCDC,OSC,SmartPhoneBannerAd1-stateflag-nj,0,1,,1,1,1,100.00%,$3.00,$3.00,0,0,,0,,,,,,$0.00,0,,$0.00,$3.00,$3.00
2/1/16,LCDC,OSC,SmartPhoneBannerAd1-stateflag-ny,0,1,,1,1,1,100.00%,$3.00,$3.00,0,0,,0,,,,,,$0.00,0,,$0.00,$3.00,$3.00
2/1/16,LCDC,OSC,state-nj,0,1,,1,1,1,100.00%,$3.00,$3.00,0,0,,0,,,,,,$0.00,0,,$0.00,$3.00,$3.00
2/1/16,LCDC,OSC,state-ny,0,3,,2,0.67,2,66.67%,$3.00,$6.00,0,0,,0,,,,,,$0.00,0,,$0.00,$6.00,$2.00
2/1/16,LCDC,UHO,BannerAd1-state-al,0,2,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/1/16,LCDC,UHO,BannerAd1-state-la,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/1/16,LCDC,UHO,BannerAd1-state-pa,0,2,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/1/16,LCDC,UHO,SmartPhoneBannerAd1-stateflag-la,0,3,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/1/16,LCDC,UHO,SmartPhoneBannerAd1-stateflag-ms,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/1/16,LCDC,UHO,SmartPhoneBannerAd1-stateflag-pa,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/1/16,LCDC,UHO,SmartPhoneBannerAd15-stateflag-al,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/1/16,LCDC,UHO,state-pa,0,2,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/1/16,LCDC-YOURLOCID-gyPbrSRl_pcrid_organic,UHO,medicaid-frm,0,2,,1,0.5,1,50.00%,$2.00,$2.00,0,0,,0,,,,,,$0.00,0,,$0.00,$2.00,$1.00
2/1/16,MDN,MDN-sidebar-,,0,45,,65,1.44,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/1/16,OCDLC-snbiLz5uQ_pcrid_102038270688_,UHO,medicaid-frm,0,2,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/1/16,OCE,OSC,sadQPaHAs_pcrid_95176648993_-banner,0,0,,0,,1,,$3.00,$3.00,0,0,,0,,,,,,$0.00,0,,$0.00,$3.00,
2/1/16,OCE,OSC,sni3JJ4Z7_pcrid_95176648993_-stateflag-ca,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/1/16,OCE,UHO,QMkr3TaS_pcrid_organic-banner,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/1/16,OCE,UHO,QMkr3TaS_pcrid_organic-organic-stateflag-al,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/1/16,OCF,UHO,srehkDf1_pcrid_organic-organic-st-vs1-fl,0,2,,1,0.5,1,50.00%,$2.00,$2.00,0,0,,0,,,,,,$0.00,0,,$0.00,$2.00,$1.00
2/1/16,OCF,UHO,srehkDf1_pcrid_organic-organic-st-vs1-il,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/1/16,OCF,UHO,srehkDf1_pcrid_organic-organic-st-vs1-mi,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/1/16,OCF,UHO,srehkDf1_pcrid_organic-organic-st-vs1-mo,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/1/16,OCF,UHO,srehkDf1_pcrid_organic-organic-st-vs1-nj,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/1/16,OCF,UHO,srehkDf1_pcrid_organic-organic-st-vs1-tx,0,2,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/1/16,OCF,UHO,srehkDf1_pcrid_organic-organic-st-vs2-il,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/1/16,OCF,UHO,srehkDf1_pcrid_organic-organic-st-vs2-nc,0,2,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/1/16,OCF,UHO,srehkDf1_pcrid_organic-organic-st-vs2-nj,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/1/16,OCF,UHO,srehkDf1_pcrid_organic-organic-st-vs2-va,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/1/16,OCF-banner,HDU,srehkDf1_pcrid_organic-banner,0,1,,1,1,1,100.00%,$1.05,$1.05,0,0,,0,,,,,,$0.00,0,,$0.00,$1.05,$1.05
2/1/16,OCF-banner,OSC,srehkDf1_pcrid_organic-banner,0,4,,3,0.75,3,75.00%,$3.00,$9.00,0,0,,0,,,,,,$0.00,0,,$0.00,$9.00,$2.25
2/1/16,OCF-banner,UHO,srehkDf1_pcrid_organic-banner,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/1/16,OCF-flat,HDU,srehkDf1_pcrid_organic-stars-hro,0,5,,5,1,3,60.00%,$0.63,$1.89,0,0,,0,,,,,,$0.00,0,,$0.00,$1.89,$0.38
2/1/16,OCF-flat,OSC,srehkDf1_pcrid_organic-stars-hro,0,257,,163,0.63,137,53.31%,$3.00,$411.00,0,0,,0,,,,,,$0.00,0,,$0.00,$411.00,$1.60
2/1/16,OCF-flat,UHO,srehkDf1_pcrid_organic-stars-hro,0,84,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/1/16,OCF-flat-long,HDU,srehkDf1_pcrid_organic-banner,0,2,,2,1,2,100.00%,$1.05,$2.10,0,0,,0,,,,,,$0.00,0,,$0.00,$2.10,$1.05
2/1/16,OCF-flat-long,OSC,srehkDf1_pcrid_organic-banner,0,68,,45,0.66,32,47.06%,$3.00,$96.00,0,0,,0,,,,,,$0.00,0,,$0.00,$96.00,$1.41
2/1/16,OCF-flat-long,UHO,srehkDf1_pcrid_organic-banner,0,25,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/1/16,OCF-flat-mc,medicare,srehkDf1_pcrid_organic-medicare,0,15,,13,0.87,13,86.67%,$1.24,$16.10,0,0,,0,,,,,,$0.00,0,,$0.00,$16.10,$1.07
2/1/16,OCF-flat-mini,HDU,srehkDf1_pcrid_organic-blue-rvb,0,4,,3,0.75,3,75.00%,$1.05,$3.15,0,0,,0,,,,,,$0.00,0,,$0.00,$3.15,$0.79
2/1/16,OCF-flat-mini,OSC,srehkDf1_pcrid_organic-blue-rvb,0,162,,99,0.61,67,41.36%,$3.00,$201.00,0,0,,0,,,,,,$0.00,0,,$0.00,$201.00,$1.24
2/1/16,OCF-flat-mini,UHO,srehkDf1_pcrid_organic-blue-rvb,0,69,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/1/16,OCF-flat-st,UHO,srehkDf1_pcrid_organic-ST,0,18,,3,0.17,3,16.67%,$2.00,$6.00,0,0,,0,,,,,,$0.00,0,,$0.00,$6.00,$0.33
2/1/16,OCF-flat-vrt,HDU,srehkDf1_pcrid_organic-stars-hro,0,1,,1,1,1,100.00%,$1.05,$1.05,0,0,,0,,,,,,$0.00,0,,$0.00,$1.05,$1.05
2/1/16,OCF-flat-vrt,OSC,srehkDf1_pcrid_organic-stars-hro,0,8,,5,0.62,2,25.00%,$3.00,$6.00,0,0,,0,,,,,,$0.00,0,,$0.00,$6.00,$0.75
2/1/16,OCF-flat-vrt,UHO,srehkDf1_pcrid_organic-stars-hro,0,3,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/1/16,OCF-list-blue,HDU,srehkDf1_pcrid_organic-banner,0,3,,3,1,2,66.67%,$1.05,$2.10,0,0,,0,,,,,,$0.00,0,,$0.00,$2.10,$0.70
2/1/16,OCF-list-blue,OSC,srehkDf1_pcrid_organic-banner,0,108,,60,0.56,43,39.81%,$3.00,$129.00,0,0,,0,,,,,,$0.00,0,,$0.00,$129.00,$1.19
2/1/16,OCF-list-blue,UHO,srehkDf1_pcrid_organic-banner,0,47,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/1/16,OCF-list-blue-mc,medicare,srehkDf1_pcrid_organic-banner,0,2,,2,1,2,100.00%,$1.46,$2.92,0,0,,0,,,,,,$0.00,0,,$0.00,$2.92,$1.46
2/1/16,OCF-list-red,OSC,srehkDf1_pcrid_organic-banner,0,228,,61,0.27,48,21.05%,$3.00,$144.00,0,0,,0,,,,,,$0.00,0,,$0.00,$144.00,$0.63
2/1/16,OCF-list-red,UHO,banner,0,35,,3,0.09,3,8.57%,$2.00,$6.00,0,0,,0,,,,,,$0.00,0,,$0.00,$6.00,$0.17
2/1/16,OCF-list-red,UHO,srehkDf1_pcrid_organic-banner,0,538,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/1/16,OCF-list-red-mc,medicare,srehkDf1_pcrid_organic-banner,0,11,,11,1,9,81.82%,$1.66,$14.92,0,0,,0,,,,,,$0.00,0,,$0.00,$14.92,$1.36
2/1/16,OCF-srehkDf1_pcrid_organic,UHO,frm-AL,0,3,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/1/16,OCF-srehkDf1_pcrid_organic,UHO,medicaid-frm,0,13,,3,0.23,3,23.08%,$2.00,$6.00,0,0,,0,,,,,,$0.00,0,,$0.00,$6.00,$0.46
2/1/16,OCN,HDU,infobox-banner,0,2,,2,1,2,100.00%,$0.74,$1.47,0,0,,0,,,,,,$0.00,0,,$0.00,$1.47,$0.74
2/1/16,OCN,OSC,infobox-banner,0,13,,11,0.85,11,84.62%,$3.00,$33.00,0,0,,0,,,,,,$0.00,0,,$0.00,$33.00,$2.54
2/1/16,OCN,UHO,infobox-banner,0,6,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/1/16,OCN-OCF-hover,UHO,frm-PA,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/1/16,OCN-OCF-hover,UHO,medicaid-frm,0,2,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/1/16,OCN-cllusblk-,OSC,,0,4,,1,0.25,1,25.00%,$3.00,$3.00,0,0,,0,,,,,,$0.00,0,,$0.00,$3.00,$0.75
2/1/16,OCN-footclk,,,0,2,,1,0.5,1,50.00%,$1.03,$1.03,0,0,,0,,,,,,$0.00,0,,$0.00,$1.03,$0.51
2/1/16,OCN-iLrmsXbA_pcrid_organic,UHO,frm-AL,0,2,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/1/16,OCN-iLrmsXbA_pcrid_organic,UHO,frm-LA,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/1/16,OCN-iLrmsXbA_pcrid_organic,UHO,medicaid-frm,0,4,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/1/16,OCN-sidebar,OSC,OCN-J31,0,2,,1,0.5,1,50.00%,$3.00,$3.00,0,0,,0,,,,,,$0.00,0,,$0.00,$3.00,$1.50
2/1/16,ODCO,mobile-zip,,0,1,,1,1,1,100.00%,$1.76,$1.76,0,0,,0,,,,,,$0.00,0,,$0.00,$1.76,$1.76
2/2/16,,,,0,36,,0,0,0,0.00%,,$0.00,36,0,0.00%,0,,,,0.00%,$0.00,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,FOG-1tNBQO3j_pcrid_organic,UHO,medicaid-frm,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP,UHO,frm-AL,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP,UHO,frm-PA,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-,UHO,L1auZSXy_pcrid_organic-organic-yes-fl,0,4,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-,UHO,L1auZSXy_pcrid_organic-organic-yes-mi,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-HIC-email-responder-nNcR1Rfd_pcrid_organic-banner,UHO,frm-LA,0,1,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
2/2/16,HCMP-L1auZSXy_pcrid_organic,OSC,HCMP-,0,4,,0,0,0,0.00%,,$0.00,0,0,,0,,,,,,$0.00,0,,$0.00,$0.00,$0.00
